,Date,Rented_Bike_Count,Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point_temperature,Solar_Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning_Day,Hotness
36,02/12/2017,479,12,4.3,41.0,1.3,1666.0,-7.8,"1,09",0.0,0.0,Winter,No Holiday,Yes,4.3
37,02/12/2017,606,13,6.0,36.0,1.8,1780.0,-7.9,"1,12",0.0,0.0,Winter,No Holiday,Yes,6.0
38,02/12/2017,611,14,7.3,35.0,1.3,1955.0,-7.1,"0,99",0.0,0.0,Winter,No Holiday,Yes,7.3
39,02/12/2017,589,15,7.6,41.0,2.3,1953.0,-4.8,"0,74",0.0,0.0,Winter,No Holiday,Yes,7.6
40,02/12/2017,618,16,6.4,48.0,2.6,1945.0,-3.8,"0,22",0.0,0.0,Winter,No Holiday,Yes,6.4
41,02/12/2017,572,17,6.0,51.0,2.5,1891.0,-3.3,"0,06",0.0,0.0,Winter,No Holiday,Yes,6.0
42,02/12/2017,489,18,5.5,53.0,1.5,1697.0,-3.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,5.5
43,02/12/2017,385,19,5.0,52.0,2.3,1666.0,-4.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,5.0
44,02/12/2017,359,20,4.6,51.0,1.2,1585.0,-4.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.6
45,02/12/2017,377,21,4.1,55.0,1.2,1448.0,-4.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.1
46,02/12/2017,354,22,3.5,54.0,1.5,1446.0,-4.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.5
47,02/12/2017,366,23,4.0,56.0,1.0,1352.0,-4.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.0
48,03/12/2017,342,0,4.0,58.0,1.4,1296.0,-3.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.0
49,03/12/2017,227,1,3.9,69.0,1.7,485.0,-1.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.9
50,03/12/2017,228,2,3.3,79.0,1.4,830.0,0.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.3
51,03/12/2017,117,3,3.4,71.0,1.6,1011.0,-1.3,"0,0",0.5,0.0,Winter,No Holiday,Yes,3.4
52,03/12/2017,76,4,3.5,73.0,1.0,1060.0,-0.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.5
53,03/12/2017,32,5,3.9,75.0,1.9,914.0,-0.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.9
54,03/12/2017,13,6,3.4,86.0,2.5,278.0,1.2,"0,0",1.0,0.0,Winter,No Holiday,Yes,3.4
55,03/12/2017,22,7,3.1,91.0,1.2,129.0,1.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.1
56,03/12/2017,85,8,3.2,92.0,1.8,244.0,2.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.2
57,03/12/2017,152,9,3.5,91.0,1.8,231.0,2.1,"0,02",2.5,0.0,Winter,No Holiday,Yes,3.5
58,03/12/2017,200,10,4.4,89.0,2.2,257.0,2.7,"0,24",0.0,0.0,Winter,No Holiday,Yes,4.4
59,03/12/2017,273,11,5.1,87.0,1.4,321.0,3.1,"0,25",0.0,0.0,Winter,No Holiday,Yes,5.1
60,03/12/2017,333,12,5.8,85.0,,349.0,3.4,"0,43",0.0,0.0,Winter,No Holiday,Yes,5.8
61,03/12/2017,495,13,6.8,81.0,1.9,390.0,3.7,"0,6",0.0,0.0,Winter,No Holiday,Yes,6.8
62,03/12/2017,563,14,7.6,76.0,1.2,422.0,3.6,"0,69",0.0,0.0,Winter,No Holiday,Yes,7.6
63,03/12/2017,621,15,8.0,73.0,1.6,433.0,3.4,"0,53",0.0,0.0,Winter,No Holiday,Yes,8.0
64,03/12/2017,598,16,7.6,77.0,1.6,399.0,3.8,"0,2",0.0,0.0,Winter,No Holiday,Yes,7.6
65,03/12/2017,545,17,6.7,,1.5,358.0,3.8,"0,05",0.0,0.0,Winter,No Holiday,Yes,6.7
66,03/12/2017,443,18,6.0,84.0,1.9,327.0,3.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,6.0
67,03/12/2017,422,19,5.7,85.0,1.7,309.0,3.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,5.7
68,03/12/2017,397,20,5.2,87.0,1.4,,3.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,5.2
69,03/12/2017,385,21,4.7,87.0,1.2,247.0,2.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.7
70,03/12/2017,350,22,4.3,89.0,1.8,201.0,2.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.3
71,03/12/2017,303,23,3.9,90.0,1.3,194.0,2.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.9
72,04/12/2017,285,0,4.2,88.0,0.6,216.0,2.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.2
73,04/12/2017,186,1,4.3,,0.5,221.0,2.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.3
74,04/12/2017,112,2,4.4,87.0,1.8,207.0,2.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,4.4
75,04/12/2017,65,3,3.6,85.0,2.3,206.0,1.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,3.6
76,04/12/2017,41,4,2.8,89.0,,130.0,1.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,2.8
77,04/12/2017,82,5,2.0,83.0,2.7,253.0,-0.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,2.0
78,04/12/2017,200,6,1.2,76.0,3.7,,-2.5,"0,0",0.1,0.0,Winter,No Holiday,Yes,1.2
79,04/12/2017,498,7,0.2,68.0,3.4,702.0,-5.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.2
80,04/12/2017,937,8,-0.8,69.0,3.5,954.0,-5.7,"0,01",0.0,0.0,Winter,No Holiday,Yes,-0.8
81,04/12/2017,509,9,-1.5,47.0,4.2,,-11.3,"0,22",0.0,0.0,Winter,No Holiday,Yes,-1.5
82,04/12/2017,311,10,-1.1,40.0,4.5,2000.0,-13.0,"0,64",0.0,0.0,Winter,No Holiday,Yes,-1.1
83,04/12/2017,379,11,-0.5,41.0,4.1,1799.0,-12.1,"0,94",0.0,0.0,Winter,No Holiday,Yes,-0.5
84,04/12/2017,393,12,-0.3,,4.8,1823.0,-12.9,"1,11",0.0,0.0,Winter,No Holiday,Yes,-0.3
85,04/12/2017,391,13,0.0,30.0,5.4,1938.0,-15.5,"1,17",0.0,0.0,Winter,No Holiday,Yes,0.0
86,04/12/2017,338,14,0.1,27.0,4.5,2000.0,-16.7,"1,09",0.0,0.0,Winter,No Holiday,Yes,0.1
87,04/12/2017,341,15,-0.1,25.0,5.8,2000.0,-17.8,"0,88",0.0,0.0,Winter,No Holiday,Yes,-0.1
88,04/12/2017,375,16,-0.2,23.0,4.7,2000.0,-18.8,"0,55",0.0,0.0,Winter,No Holiday,Yes,-0.2
89,04/12/2017,515,17,-1.3,26.0,5.3,2000.0,-18.3,"0,18",0.0,0.0,Winter,No Holiday,Yes,-1.3
90,04/12/2017,807,18,-2.1,29.0,3.9,2000.0,-17.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.1
91,04/12/2017,568,19,-2.9,32.0,3.2,2000.0,-17.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.9
92,04/12/2017,398,20,-3.6,38.0,3.0,2000.0,-15.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.6
93,04/12/2017,397,21,-4.6,43.0,4.5,2000.0,-15.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.6
94,04/12/2017,353,22,-5.3,45.0,2.5,2000.0,-15.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.3
95,04/12/2017,248,23,-5.8,44.0,2.4,2000.0,-16.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.8
96,05/12/2017,216,0,-6.1,42.0,2.6,2000.0,-16.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.1
97,05/12/2017,198,1,-6.5,41.0,2.8,2000.0,-17.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.5
98,05/12/2017,124,2,-6.8,41.0,2.5,2000.0,-17.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.8
99,05/12/2017,62,3,-6.9,39.0,2.0,2000.0,-18.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.9
100,05/12/2017,42,4,-7.2,34.0,3.0,2000.0,-20.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-7.2
101,05/12/2017,82,5,-7.4,33.0,2.6,2000.0,-20.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-7.4
102,05/12/2017,172,6,-7.4,34.0,3.2,2000.0,-20.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-7.4
103,05/12/2017,381,7,-7.5,33.0,2.2,2000.0,-21.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-7.5
104,05/12/2017,812,8,-8.1,36.0,1.6,,-20.5,"0,01",0.0,0.0,Winter,No Holiday,Yes,-8.1
105,05/12/2017,462,9,-7.6,31.0,1.3,1974.0,-21.8,"0,21",0.0,0.0,Winter,No Holiday,Yes,-7.6
106,05/12/2017,269,10,-5.5,26.0,2.8,1967.0,-22.0,"0,64",0.0,0.0,Winter,No Holiday,Yes,-5.5
107,05/12/2017,334,11,-3.9,25.0,0.0,1959.0,-21.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.9
108,05/12/2017,321,12,-2.3,25.0,0.0,1962.0,-19.7,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.3
109,05/12/2017,325,13,-1.6,27.0,0.0,,-18.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.6
110,05/12/2017,334,14,-1.1,28.0,0.0,2000.0,-17.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.1
111,05/12/2017,353,15,-0.7,28.0,,2000.0,-16.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.7
112,05/12/2017,435,16,-0.5,30.0,0.0,2000.0,-16.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.5
113,05/12/2017,529,17,-1.6,35.0,0.0,2000.0,-15.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.6
114,05/12/2017,789,18,-2.6,40.0,0.0,2000.0,-14.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.6
115,05/12/2017,597,19,-3.2,,0.0,2000.0,-13.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.2
116,05/12/2017,418,20,-3.5,46.0,0.0,2000.0,-13.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.5
117,05/12/2017,415,21,-3.7,47.0,0.0,2000.0,-13.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.7
118,05/12/2017,393,22,-2.8,49.0,0.0,2000.0,-12.0,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.8
119,05/12/2017,244,23,-2.5,59.0,0.0,1210.0,-9.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.5
120,06/12/2017,145,0,-2.8,77.0,0.0,331.0,-6.2,"0,0",0.1,0.1,Winter,No Holiday,Yes,-2.8
121,06/12/2017,144,1,-3.0,79.0,0.0,293.0,-6.1,"0,0",0.0,0.3,Winter,No Holiday,Yes,-3.0
122,06/12/2017,117,2,-3.0,79.0,0.0,1862.0,-6.1,"0,0",0.0,0.4,Winter,No Holiday,Yes,-3.0
123,06/12/2017,78,3,-3.2,78.0,0.0,1808.0,-6.4,"0,0",0.2,0.4,Winter,No Holiday,Yes,-3.2
124,06/12/2017,58,4,-3.4,75.0,0.0,1982.0,-7.2,"0,0",0.0,0.4,Winter,No Holiday,Yes,-3.4
125,06/12/2017,87,5,-3.6,76.0,0.0,1934.0,-7.2,"0,0",0.0,0.4,Winter,No Holiday,Yes,-3.6
126,06/12/2017,142,6,-3.7,,0.0,1864.0,-7.3,"0,0",0.0,0.4,Winter,No Holiday,Yes,-3.7
127,06/12/2017,379,7,-4.2,77.0,0.0,1741.0,-7.6,"0,0",0.0,0.3,Winter,No Holiday,Yes,-4.2
128,06/12/2017,802,8,-4.2,78.0,0.0,1518.0,-7.4,"0,01",0.0,0.2,Winter,No Holiday,Yes,-4.2
129,06/12/2017,440,9,-3.3,70.0,0.0,1324.0,-7.9,"0,25",0.0,0.2,Winter,No Holiday,Yes,-3.3
130,06/12/2017,307,10,-0.9,64.0,0.0,1224.0,-6.8,"0,63",0.0,0.2,Winter,No Holiday,Yes,-0.9
131,06/12/2017,381,11,1.6,,1.2,1261.0,-6.0,"0,93",0.0,0.0,Winter,No Holiday,Yes,1.6
132,06/12/2017,405,12,2.4,52.0,0.9,1224.0,-6.4,"1,08",0.0,0.0,Winter,No Holiday,Yes,2.4
133,06/12/2017,442,13,4.2,47.0,1.1,1469.0,-6.1,"1,1",0.0,0.0,Winter,No Holiday,Yes,4.2
134,06/12/2017,416,14,5.5,34.0,1.0,1966.0,-9.1,"0,96",0.0,0.0,Winter,No Holiday,Yes,5.5
135,06/12/2017,412,15,5.5,31.0,3.1,1968.0,-10.3,"0,72",0.0,0.0,Winter,No Holiday,Yes,5.5
136,06/12/2017,496,16,5.3,37.0,2.9,2000.0,-8.2,"0,36",0.0,0.0,Winter,No Holiday,Yes,5.3
137,06/12/2017,239,17,4.1,60.0,2.5,1565.0,-2.9,"0,1",0.0,0.0,Winter,No Holiday,Yes,4.1
138,06/12/2017,204,18,1.7,90.0,1.0,66.0,0.2,"0,0",0.3,0.3,Winter,No Holiday,Yes,1.7
139,06/12/2017,205,19,1.2,92.0,0.7,180.0,0.0,"0,0",0.0,1.0,Winter,No Holiday,Yes,1.2
140,06/12/2017,190,20,1.2,94.0,0.6,228.0,0.3,"0,0",0.0,1.0,Winter,No Holiday,Yes,1.2
141,06/12/2017,165,21,1.1,92.0,0.5,235.0,0.0,"0,0",0.7,1.0,Winter,No Holiday,Yes,1.1
142,06/12/2017,222,22,1.3,92.0,0.6,233.0,0.1,"0,0",0.0,1.0,Winter,No Holiday,Yes,1.3
143,06/12/2017,193,23,1.3,92.0,0.6,209.0,0.1,"0,0",0.0,1.0,Winter,No Holiday,Yes,1.3
144,07/12/2017,198,0,1.4,92.0,0.5,240.0,0.2,"0,0",0.0,0.9,Winter,No Holiday,Yes,1.4
145,07/12/2017,218,1,1.5,92.0,0.4,227.0,0.3,"0,0",0.0,0.9,Winter,No Holiday,Yes,1.5
146,07/12/2017,149,2,1.4,92.0,0.7,168.0,0.2,"0,0",0.0,0.9,Winter,No Holiday,Yes,1.4
147,07/12/2017,102,3,1.9,91.0,1.4,218.0,0.5,"0,0",0.0,0.9,Winter,No Holiday,Yes,1.9
148,07/12/2017,62,4,1.6,,0.7,119.0,0.4,"0,0",0.0,0.9,Winter,No Holiday,Yes,1.6
149,07/12/2017,83,5,1.5,92.0,1.1,175.0,0.3,"0,0",0.0,0.9,Winter,No Holiday,Yes,1.5
150,07/12/2017,137,6,1.0,93.0,0.5,148.0,0.0,"0,0",0.0,0.9,Winter,No Holiday,Yes,1.0
151,07/12/2017,367,7,0.3,93.0,0.5,173.0,-0.7,"0,0",0.0,0.9,Winter,No Holiday,Yes,0.3
152,07/12/2017,754,8,-0.2,96.0,0.8,173.0,-0.7,"0,01",0.0,0.8,Winter,No Holiday,Yes,-0.2
153,07/12/2017,415,9,0.1,91.0,0.8,265.0,-1.1,"0,14",0.0,0.8,Winter,No Holiday,Yes,0.1
154,07/12/2017,321,10,1.1,83.0,0.7,311.0,-1.4,"0,41",0.0,0.7,Winter,No Holiday,Yes,1.1
155,07/12/2017,333,11,2.3,69.0,1.7,628.0,-2.8,"0,63",0.0,0.6,Winter,No Holiday,Yes,2.3
156,07/12/2017,431,12,3.7,65.0,2.4,833.0,-2.2,"0,98",0.0,0.3,Winter,No Holiday,Yes,3.7
157,07/12/2017,394,13,4.1,37.0,3.1,1767.0,-9.3,"1,14",0.0,0.0,Winter,No Holiday,Yes,4.1
158,07/12/2017,390,14,4.4,36.0,2.7,1975.0,-9.4,"1,04",0.0,0.0,Winter,No Holiday,Yes,4.4
159,07/12/2017,430,15,4.0,35.0,3.1,1962.0,-10.1,"0,84",0.0,0.0,Winter,No Holiday,Yes,4.0
160,07/12/2017,471,16,3.2,38.0,2.9,1817.0,-9.7,"0,51",0.0,0.0,Winter,No Holiday,Yes,3.2
161,07/12/2017,552,17,2.1,50.0,2.0,1434.0,-7.2,"0,15",0.0,0.0,Winter,No Holiday,Yes,2.1
162,07/12/2017,795,18,0.7,46.0,2.7,1558.0,-9.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,0.7
163,07/12/2017,507,19,-0.4,47.0,2.5,1269.0,-10.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-0.4
164,07/12/2017,390,20,-1.4,47.0,2.5,1620.0,-11.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-1.4
165,07/12/2017,402,21,-2.2,46.0,2.2,1975.0,-12.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.2
166,07/12/2017,389,22,-2.7,48.0,2.6,1844.0,-12.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-2.7
167,07/12/2017,259,23,-3.2,,2.1,1887.0,-12.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.2
168,08/12/2017,233,0,-3.5,49.0,2.6,1893.0,-12.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.5
169,08/12/2017,230,1,-3.7,50.0,2.5,1902.0,-12.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.7
170,08/12/2017,131,2,-4.3,53.0,1.0,1918.0,-12.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.3
171,08/12/2017,99,3,-4.8,52.0,1.6,1978.0,-13.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.8
172,08/12/2017,71,4,-5.3,53.0,2.4,1936.0,-13.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.3
173,08/12/2017,84,5,-5.8,56.0,2.0,1941.0,-13.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.8
174,08/12/2017,158,6,-6.0,56.0,3.5,1853.0,-13.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.0
175,08/12/2017,387,7,-6.5,57.0,0.8,1776.0,-13.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-6.5
176,08/12/2017,780,8,-7.0,59.0,,1559.0,-13.6,"0,01",0.0,0.0,Winter,No Holiday,Yes,-7.0
177,08/12/2017,395,9,-6.7,50.0,0.9,1492.0,-15.4,"0,23",0.0,0.0,Winter,No Holiday,Yes,-6.7
178,08/12/2017,261,10,-5.3,44.0,2.8,1516.0,-15.6,"0,63",0.0,0.0,Winter,No Holiday,Yes,-5.3
179,08/12/2017,310,11,-3.7,39.0,1.4,1595.0,-15.6,"0,93",0.0,0.0,Winter,No Holiday,Yes,-3.7
180,08/12/2017,355,12,-2.0,30.0,1.4,1728.0,-17.3,"1,14",0.0,0.0,Winter,No Holiday,Yes,-2.0
181,08/12/2017,354,13,-1.7,28.0,1.8,1963.0,-17.8,"1,22",0.0,0.0,Winter,No Holiday,Yes,-1.7
182,08/12/2017,350,14,-1.3,27.0,3.1,1906.0,-17.9,"1,12",0.0,0.0,Winter,No Holiday,Yes,-1.3
183,08/12/2017,362,15,-0.8,26.0,3.3,1977.0,-17.9,"0,87",0.0,0.0,Winter,No Holiday,Yes,-0.8
184,08/12/2017,401,16,-1.1,24.0,3.4,2000.0,-19.1,"0,56",0.0,0.0,Winter,No Holiday,Yes,-1.1
185,08/12/2017,500,17,-2.4,30.0,2.7,2000.0,-17.6,"0,18",0.0,0.0,Winter,No Holiday,Yes,-2.4
186,08/12/2017,752,18,-3.1,33.0,1.2,,-17.1,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.1
187,08/12/2017,477,19,-3.3,35.0,1.1,2000.0,-16.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.3
188,08/12/2017,384,20,-3.3,34.0,1.5,2000.0,-16.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.3
189,08/12/2017,336,21,-3.3,35.0,0.5,2000.0,-16.6,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.3
190,08/12/2017,347,22,-3.4,39.0,1.2,2000.0,-15.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.4
191,08/12/2017,275,23,-3.5,,0.9,2000.0,-14.3,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.5
192,09/12/2017,267,0,-3.5,48.0,0.9,1967.0,-12.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-3.5
193,09/12/2017,296,1,-4.1,49.0,0.6,2000.0,-13.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.1
194,09/12/2017,237,2,-4.7,50.0,0.7,,-13.5,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.7
195,09/12/2017,169,3,-4.3,47.0,0.6,1992.0,-13.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.3
196,09/12/2017,96,4,-4.3,49.0,0.7,2000.0,-13.4,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.3
197,09/12/2017,56,5,-4.7,49.0,0.8,,-13.8,"0,0",0.0,0.0,Winter,No Holiday,Yes,-4.7
198,09/12/2017,76,6,-5.1,53.0,0.9,1975.0,-13.2,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.1
199,09/12/2017,127,7,-5.5,56.0,0.8,1950.0,-12.9,"0,0",0.0,0.0,Winter,No Holiday,Yes,-5.5
200,09/12/2017,222,8,-5.4,56.0,,1940.0,-12.8,"0,01",0.0,0.0,Winter,No Holiday,Yes,-5.4
201,09/12/2017,291,9,-4.7,48.0,1.0,1784.0,-14.0,"0,23",0.0,0.0,Winter,No Holiday,Yes,-4.7
202,09/12/2017,273,10,-2.2,42.0,1.3,1646.0,-13.4,"0,61",0.0,0.0,Winter,No Holiday,Yes,-2.2
203,09/12/2017,351,11,0.0,45.0,,1500.0,-10.5,"0,89",0.0,0.0,Winter,No Holiday,Yes,0.0
204,09/12/2017,427,12,2.4,40.0,0.8,1809.0,-9.8,"1,05",0.0,0.0,Winter,No Holiday,Yes,2.4
205,09/12/2017,431,13,3.9,36.0,2.0,1702.0,-9.8,"1,13",0.0,0.0,Winter,No Holiday,Yes,3.9
206,09/12/2017,486,14,4.7,32.0,2.2,1948.0,-10.6,"1,06",0.0,0.0,Winter,No Holiday,Yes,4.7
207,09/12/2017,569,15,5.2,30.0,2.0,1963.0,-11.0,"0,84",0.0,0.0,Winter,No Holiday,Yes,5.2
